City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
272,La Ronge,CA,55.1001,-105.2842,68.22,52,75,8.05,broken clouds
273,Kudahuvadhoo,MV,2.6708,72.8944,81.9,74,83,6.6,broken clouds
274,Lorengau,PG,-2.0226,147.2712,85.14,72,43,7.49,scattered clouds
275,Alofi,NU,-19.0595,-169.9187,73.78,72,61,11.48,broken clouds
276,Aripuana,BR,-9.1667,-60.6333,79.02,48,40,6.15,scattered clouds
277,Buin,CL,-33.7333,-70.75,58.05,18,0,3.51,clear sky
278,Dhidhdhoo,MV,6.8833,73.1,82.65,74,99,12.39,overcast clouds
279,Kawhia,NZ,-38.0651,174.8183,61.14,81,100,3.44,moderate rain
280,Bambous Virieux,MU,-20.3428,57.7575,72.21,72,100,23.55,overcast clouds
281,Talavera,PH,15.6167,120.9333,80.6,89,100,8.57,moderate rain
282,Port Hedland,AU,-20.3167,118.5667,80.65,36,2,18.41,clear sky
283,Hualmay,PE,-11.0964,-77.6139,63.25,84,72,9.42,broken clouds
284,Tual,ID,-5.6667,132.75,81.36,80,100,15.97,overcast clouds
285,Buffalo,US,42.8865,-78.8784,66.69,81,1,4.61,clear sky
286,Naze,JP,28.3667,129.4833,80.55,81,21,9.93,few clouds
287,Taunggyi,MM,20.7833,97.0333,67.12,87,100,5.7,overcast clouds
288,Coquimbo,CL,-29.9533,-71.3436,49.73,93,90,4.61,overcast clouds
289,Santa Maria,BR,-29.6842,-53.8069,34.63,88,7,6.04,clear sky
290,Asau,RO,46.4333,26.4,71.4,74,15,6.11,few clouds
291,Adrar,MR,20.5022,-10.0711,86.23,34,94,15.5,overcast clouds
292,Saint-Benoit,RE,-21.038,55.7194,69.91,82,99,20.13,light rain
293,Pangnirtung,CA,66.1451,-65.7125,52.02,61,81,3.83,broken clouds
294,Carnarvon,AU,-24.8667,113.6333,66.27,60,75,12.66,broken clouds
295,College,US,64.8569,-147.8028,62.55,88,75,0.0,broken clouds
296,Lahat,ID,-3.8,103.5333,89.85,42,60,3.44,broken clouds
297,Katsuura,JP,35.1333,140.3,87.91,77,20,14.7,few clouds
298,Miri,MY,4.4148,114.0089,87.51,68,60,5.95,broken clouds
299,Kuzhorskaya,RU,44.6751,40.3103,67.93,54,0,7.02,clear sky
300,Madimba,TZ,-10.4,40.3333,68.2,87,8,8.57,clear sky
301,Lagoa,PT,39.05,-27.9833,69.15,88,53,5.66,broken clouds
302,Maryville,US,35.7565,-83.9705,77.67,76,7,1.01,clear sky
303,Abha,SA,18.2164,42.5053,64.65,88,82,11.5,mist
304,Ponta Do Sol,PT,32.6667,-17.1,72.72,77,25,7.0,scattered clouds
305,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.63,82,100,16.98,overcast clouds
306,Vana-Vigala,EE,58.7806,24.2522,68.85,82,76,7.45,broken clouds
307,Freeport,US,40.6576,-73.5832,74.01,86,20,1.99,few clouds
308,Selje,NO,62.0459,5.351,64.18,97,98,5.93,overcast clouds
309,Erenhot,CN,43.6475,111.9767,81.55,38,7,4.5,clear sky
310,Kenora,CA,49.8167,-94.4337,72.57,49,90,9.22,smoke
311,Yuanping,CN,38.7153,112.7575,83.35,51,10,2.46,clear sky
312,Shurugwi,ZW,-19.6702,30.0059,43.41,76,4,2.62,clear sky
